CleanedTweets,Tweets,Time,TimeNew,TimeChanged,PolarityScore
ephesians chapter cdo full armor dance weirdchristiantwitter trumpvsbiden encouragement unitedstates,"\"Ephesians Chapter 6 \\u201cDo Your Full Armor Dance\\u201d #WeirdChristianTwitter #TrumpvsBiden #ENCOURAGEMENT #UnitedStates https://t.co/ADHBrAE2wS\"","\"2020-11-19 15:03:16.760405\"",2020-11-19T15:42:23.248+05:30,"",Positive
president public servant trumpvsbiden obamawasbetterateverything peace,"\"A President is a Public Servant.  #TrumpvsBiden #ObamaWasBetterAtEverything #peace https://t.co/GV3uZwXwS9\"","\"2020-11-19 15:03:19.762608\"",2020-11-19T15:42:23.248+05:30,"",Positive
antifa scum sucker puncher arrested electionday antifaterrorists blmantifaterroriststhugs trumpvsbiden,"\"ANTIFA SCUM SUCKER PUNCHER ARRESTED! \\n#ElectionDay2020\\n#AntifaTerrorists\\n#BLMAntifaTerroristsThugs\\n#TrumpvsBiden\\n\\nhttps://t.co/Ck8JgJIxzJ\"","\"2020-11-19 15:03:22.764327\"",2020-11-19T15:42:23.248+05:30,"",Negative
biden refused answer question multiple time absolutely pack courts electionday,"\"Biden has refused to answer this question multiple time they will ABSOLUTELY PACK THE COURTS!\\n\\n#ElectionDay2020\\u2026 https://t.co/P0LjugWX9e\"","\"2020-11-19 15:03:25.766754\"",2020-11-19T15:42:23.248+05:30,"",Negative
sorta sad see last yrs reality show entertainment get cancelled yourefiredtrump nwondering,"\"It WILL sorta be sad to see the last 4yrs of reality show entertainment get cancelled... #YoureFiredTrump\\nWondering\\u2026 https://t.co/B1qZ0k52eA\"","\"2020-11-19 15:03:28.770655\"",2020-11-19T15:42:23.248+05:30,"",Negative
trump falsely claims won election twitter flags tweet via trumpvsbiden trump biden,"\"Trump falsely claims he won the election; Twitter flags the tweet https://t.co/k5HvKDzAg9 via @Politics360 #TrumpvsBiden #Trump #Biden\"","\"2020-11-19 15:03:31.774204\"",2020-11-19T15:42:23.248+05:30,"",Positive
una typical reaction norteamerican calient eeuu trumpvsbiden,"\"This is una typical reaction of the norteamerican calient. \\n#EEUU #TrumpvsBiden https://t.co/l6Ue1citWd https://t.co/4LwomhXslM\"","\"2020-11-19 15:03:34.777772\"",2020-11-19T15:42:23.248+05:30,"",Positive
trump trumpvsbiden nwhy votes trump found dumpsters riggedelection,"\"https://t.co/YcoazFXbQu\\n#votefruad #Trump #TrumpvsBiden \\nWhy is it only votes for Trump that is found in dumpsters?\\n#RiggedElection\"","\"2020-11-19 15:03:37.778654\"",2020-11-19T15:42:23.248+05:30,"",Negative
nbut want feel power god strength moments feel doubt ncontinue fighting,"\"3\\nBut we want you to feel OUR power with God's strength in those moments you feel doubt.\\nContinue fighting for us,\\u2026 https://t.co/zO567geSlz\"","\"2020-11-19 15:03:40.782355\"",2020-11-19T15:42:23.248+05:30,"",Positive
cnn mistakenly exposes real state map election quickly removes biden trump,"\"@DiarioLibre #CNN mistakenly exposes the real state map of the election and quickly removes it #Biden 226 / #TRUMP\\u2026 https://t.co/925lgFXSwc\"","\"2020-11-19 15:03:43.786148\"",2020-11-19T15:42:23.248+05:30,"",Negative
director azerbaijan institute democracy amp human rights bak azerbaijan amp,"\"At @ntrtvtr @shahidovcom Director, Azerbaijan Institute for Democracy &amp; Human Rights from Bak\\u00fc, Azerbaijan &amp;\\u2026 https://t.co/0YQJHpJzr2\"","\"2020-11-19 15:03:46.788406\"",2020-11-19T15:42:23.248+05:30,"",Positive
election official trump misinformation dangerous lacks credibility usaelection trumpvsbiden,"\"US election official: Trump\\u2019s misinformation is dangerous and lacks any credibility\\n\\nhttps://t.co/wmGmcNYS2C #USAelection2020 #TrumpvsBiden\"","\"2020-11-19 15:03:49.790686\"",2020-11-19T15:42:23.248+05:30,"",Negative
won trumpvsbiden trump,"\"i won this\\n#TrumpvsBiden #Trump2020 #\\u062a\\u0631\\u0627\\u0645\\u0628 https://t.co/267TAHbcsx\"","\"2020-11-19 15:03:52.794095\"",2020-11-19T15:42:23.248+05:30,"",Positive
decoding trump won election claim time ngoes prove won peacefu,"\"@manofrealman Decoding Trump's 'I won the election' claim time and again\\n\\nGoes on to prove there won't be a peacefu\\u2026 https://t.co/4gaRccEDar\"","\"2020-11-19 15:03:55.798004\"",2020-11-19T15:42:23.248+05:30,"",Positive
decoding trump won election claim time ngoes prove won peac,"\"@BobDobb15029165 Decoding Trump's 'I won the election' claim time and again\\n\\nGoes on to prove there won't be a peac\\u2026 https://t.co/mNmBGyq5HY\"","\"2020-11-19 15:04:01.259180\"",2020-11-19T15:42:23.248+05:30,"",Positive
decoding trump won election claim time ngoes prove won peac,"\"@cyclinglecturer Decoding Trump's 'I won the election' claim time and again\\n\\nGoes on to prove there won't be a peac\\u2026 https://t.co/FDJC6gIgyG\"","\"2020-11-19 15:04:04.265101\"",2020-11-19T15:42:23.248+05:30,"",Positive
decoding trump won election claim time ngoes prove won peaceful,"\"@itsDoaa_ Decoding Trump's 'I won the election' claim time and again\\n\\nGoes on to prove there won't be a peaceful tr\\u2026 https://t.co/uRACaGkA4M\"","\"2020-11-19 15:04:07.266884\"",2020-11-19T15:42:23.248+05:30,"",Positive
decoding trump won election claim time ngoes prove won peac,"\"@JohnFrancisStok Decoding Trump's 'I won the election' claim time and again\\n\\nGoes on to prove there won't be a peac\\u2026 https://t.co/MgmlqMt1ej\"","\"2020-11-19 15:04:10.270675\"",2020-11-19T15:42:23.248+05:30,"",Positive
decoding trump won election claim time ngoes prove won peace,"\"@franklinfallas Decoding Trump's 'I won the election' claim time and again\\n\\nGoes on to prove there won't be a peace\\u2026 https://t.co/3gKNw7RLoD\"","\"2020-11-19 15:04:13.271483\"",2020-11-19T15:42:23.248+05:30,"",Positive
decoding trump won election claim time ngoes prove won peaceful,"\"@annakaywag Decoding Trump's 'I won the election' claim time and again\\n\\nGoes on to prove there won't be a peaceful\\u2026 https://t.co/019vqRUHJA\"","\"2020-11-19 15:04:16.274620\"",2020-11-19T15:42:23.248+05:30,"",Positive
decoding trump won election claim time ngoes prove won peacef,"\"@JosephSurtees Decoding Trump's 'I won the election' claim time and again\\n\\nGoes on to prove there won't be a peacef\\u2026 https://t.co/2USPj8nTTF\"","\"2020-11-19 15:04:19.278251\"",2020-11-19T15:42:23.248+05:30,"",Positive
decoding trump won election claim time ngoes prove won peaceful,"\"@TwinhavenUK Decoding Trump's 'I won the election' claim time and again\\n\\nGoes on to prove there won't be a peaceful\\u2026 https://t.co/QX8n2ERd7s\"","\"2020-11-19 15:04:22.282759\"",2020-11-19T15:42:23.248+05:30,"",Positive
decoding trump won election claim time ngoes prove won peaceful tran,"\"@prouty Decoding Trump's 'I won the election' claim time and again\\n\\nGoes on to prove there won't be a peaceful tran\\u2026 https://t.co/QxLCsTFYFB\"","\"2020-11-19 15:04:25.283589\"",2020-11-19T15:42:23.248+05:30,"",Positive
decoding trump won election claim time ngoes prove won peaceful,"\"@CTentoni Decoding Trump's 'I won the election' claim time and again\\n\\nGoes on to prove there won't be a peaceful tr\\u2026 https://t.co/4RPNrnWIC9\"","\"2020-11-19 15:04:28.286631\"",2020-11-19T15:42:23.248+05:30,"",Positive
decoding trump won election claim time ngoes prove won peacefu,"\"@brookesmemes Decoding Trump's 'I won the election' claim time and again\\n\\nGoes on to prove there won't be a peacefu\\u2026 https://t.co/aqQvtcp0bD\"","\"2020-11-19 15:04:31.289034\"",2020-11-19T15:42:23.248+05:30,"",Positive
decoding trump won election claim time ngoes prove won,"\"@sarahrzf @realDonaldTrump Decoding Trump's 'I won the election' claim time and again\\n\\nGoes on to prove there won't\\u2026 https://t.co/eWgzP39Ys2\"","\"2020-11-19 15:04:34.291970\"",2020-11-19T15:42:23.248+05:30,"",Positive
decoding trump won election claim time ngoes prove won peacef,"\"@Squirrelmecha Decoding Trump's 'I won the election' claim time and again\\n\\nGoes on to prove there won't be a peacef\\u2026 https://t.co/mk7zYSpdmb\"","\"2020-11-19 15:04:37.294677\"",2020-11-19T15:42:23.248+05:30,"",Positive
decoding trump won election claim time ngoes prove won peac,"\"@MaryJoPeterson5 Decoding Trump's 'I won the election' claim time and again\\n\\nGoes on to prove there won't be a peac\\u2026 https://t.co/w0wF5Fpeti\"","\"2020-11-19 15:04:40.298122\"",2020-11-19T15:42:23.248+05:30,"",Positive
trump won away like want youuuu electionday toxictrump trumpvsbiden,"\"Trump is that ex that won\\u2019t go away!!! Like, we don\\u2019t want youuuu!!! #ElectionDay #ToxicTrump #TrumpvsBiden https://t.co/0Dn3yvdojN\"","\"2020-11-19 15:04:43.301107\"",2020-11-19T15:42:23.248+05:30,"",Positive
trump era ends massive new asian trade deal leaves sidelines asia trade,"\"As Trump era ends, massive new Asian trade deal leaves U.S. on the sidelines\\nhttps://t.co/z4SbKdB6pU #Asia #trade\\u2026 https://t.co/JsHP2t3TZY\"","\"2020-11-19 15:04:48.366012\"",2020-11-19T15:42:23.248+05:30,"",Positive
watching usa popcorn shit show trumpvsbiden see,"\"When i'm watching the usa popcorn shit show #TrumpvsBiden, all i can see is... https://t.co/wPbp0GjRNs\"","\"2020-11-19 15:04:51.367776\"",2020-11-19T15:42:23.248+05:30,"",Negative
weren late nights trump spent lab coming cure coronavirus,"\"@scrowder If it weren't for all of the late nights Trump spent in his lab coming up with a cure for Coronavirus, he\\u2026 https://t.co/mJRGzyssUp\"","\"2020-11-19 15:04:54.370852\"",2020-11-19T15:42:23.248+05:30,"",Positive
wish since much cheating occurred votes mail ballots redo,"\"@realDonaldTrump I wish since so much cheating occurred on the votes and mail-in ballots that it could be a redo of\\u2026 https://t.co/7wVPwqbodW\"","\"2020-11-19 15:04:57.372688\"",2020-11-19T15:42:23.248+05:30,"",Negative
thanks creating vaccine joe wait biden done nothing help covid like done nothing,"\"Thanks for creating the vaccine Joe...Oh wait?! Biden has done nothing to help with Covid, like he has done nothing\\u2026 https://t.co/QdQ9sNSMFk\"","\"2020-11-19 15:05:00.374638\"",2020-11-19T15:42:23.248+05:30,"",Positive
people usa continue leading world greatest powerful country world must conti,"\"If the people of USA would continue leading the world as the greatest powerful country in the world they must conti\\u2026 https://t.co/tPpa3E0r5r\"","\"2020-11-19 15:05:03.377816\"",2020-11-19T15:42:23.248+05:30,"",Positive
election fraud trump lost biden won end coup trumptantrum didn win,"\"There is no election fraud. Trump lost. Biden won. End the coup. \\n\\n#TrumpTantrum No you Didn't win.\\u2026 https://t.co/06jp7vcM0j\"","\"2020-11-19 15:05:06.378657\"",2020-11-19T15:42:23.248+05:30,"",Positive
getting creepy mean legit mkultra mksearch project monarch stuff going know,"\"This is getting creepy. I mean this is legit some MKULTRA/MKSEARCH/Project Monarch stuff going on here...\\n\\nI know I\\u2026 https://t.co/MOcsNrXwDi\"","\"2020-11-19 15:05:09.382083\"",2020-11-19T15:42:23.248+05:30,"",Positive
think fbi intelligence unit show way white house since,"\"I think FBI or the intelligence unit will have to show @realDonaldTrump the way out of white House!! Since @USArmy\\u2026 https://t.co/GQKLiaAczm\"","\"2020-11-19 15:05:12.385705\"",2020-11-19T15:42:23.248+05:30,"",Positive
getting creepy mean legit mkultra mksearch project monarch stuff going,"\"@realDonaldTrump This is getting creepy. I mean this is legit some MKULTRA/MKSEARCH/Project Monarch stuff going on\\u2026 https://t.co/FSEqcbN8QH\"","\"2020-11-19 15:05:15.386642\"",2020-11-19T15:42:23.248+05:30,"",Positive
didn told jennie kim human chanel won election nand won lottery,"\"AGAIN????? NO YOU DIDN'T.\\n\\nI TOLD YOU THAT JENNIE KIM, HUMAN CHANEL WON THE ELECTION. \\n\\nAND I WON THE LOTTERY IN MY\\u2026 https://t.co/pLJs0CvyYy\"","\"2020-11-19 15:05:18.390304\"",2020-11-19T15:42:23.248+05:30,"",Positive
joe biden donald trump traits comparison joebiden,"\"Joe Biden vs Donald Trump; Traits Comparison\\u2026\\nhttps://t.co/UrzBebUqsu\\n#JoeBidenKamalaHarris2020 #JoeBiden\\u2026 https://t.co/2sq59pZbIx\"","\"2020-11-19 15:05:21.392337\"",2020-11-19T15:42:23.248+05:30,"",Positive
joke year trumpvsbiden,"\"Joke of year\\n#TrumpvsBiden https://t.co/UoDYFhkQm2\"","\"2020-11-19 15:05:24.394651\"",2020-11-19T15:42:23.248+05:30,"",Positive
little thing called first love afazenda followtrick afazenda follotrick trumpvsbiden,"\"@maknaegolden_s2 the little thing called first love\\n\\n#AFazenda12 #followtrick #AFazenda #follotrick #TrumpvsBiden\\u2026 https://t.co/SlZXBxlXtb\"","\"2020-11-19 15:05:27.398278\"",2020-11-19T15:42:23.248+05:30,"",Positive
believe voting rigged texas biggest state use dominion system mos,"\"@realDonaldTrump I believe  that the voting was rigged Texas our biggest state will not use dominion system and mos\\u2026 https://t.co/gEjGSaYjKR\"","\"2020-11-19 15:05:30.401868\"",2020-11-19T15:42:23.248+05:30,"",Negative
sad biden specifically told president elect kind child,"\"How very sad is it that Biden had to be specifically told that he was not the president elect. What kind of child a\\u2026 https://t.co/MOctTJUfaE\"","\"2020-11-19 15:05:33.993021\"",2020-11-19T15:42:23.248+05:30,"",Positive
trump biden kolkata thinking kolkata calcutta calcalling trumpvsbiden trump biden,"\"Trump Vs Biden- What Kolkata is thinking?\\n#kolkata #calcutta #Calcalling #TrumpvsBiden #Trump #Biden \\n\\nhttps://t.co/BqrRjM4ahJ\"","\"2020-11-19 15:05:36.994646\"",2020-11-19T15:42:23.248+05:30,"",Positive
trumpisalaughingstock trump trumpcollapse trumppressconference trumpliedpeopledied trumpvsbiden nthe tru,"\"#TrumpIsALaughingStock  #Trump  #TrumpCollapse  #TrumpPressConference  #TrumpLiedPeopleDied  #TrumpvsBiden \\nThe tru\\u2026 https://t.co/ZT8B24CiiO\"","\"2020-11-19 15:05:39.995865\"",2020-11-19T15:42:23.248+05:30,"",Positive
cnn mistakenly exposes real state map election quickly removes,"\"@kayleighmcenany @marklevinshow #CNN mistakenly exposes the real state map of the election and quickly removes it\\u2026 https://t.co/FczkllHTRB\"","\"2020-11-19 15:05:42.998642\"",2020-11-19T15:42:23.248+05:30,"",Negative
cnn mistakenly exposes real state map election quickly removes biden trump,"\"@TimMurtaugh #CNN mistakenly exposes the real state map of the election and quickly removes it #Biden 226 / #TRUMP\\u2026 https://t.co/klpFqhiq4P\"","\"2020-11-19 15:05:46.001608\"",2020-11-19T15:42:23.248+05:30,"",Negative
cnn mistakenly exposes real state map election quickly removes biden,"\"@marklevinshow #CNN mistakenly exposes the real state map of the election and quickly removes it #Biden 226 /\\u2026 https://t.co/ATMmwwyDYX\"","\"2020-11-19 15:05:49.003990\"",2020-11-19T15:42:23.248+05:30,"",Negative
election trump declares winner election trumpvsbiden,"\"US Election: Trump declares himself winner of 2020 election\\nhttps://t.co/dd4gbXpH8z \\n#TrumpvsBiden\"","\"2020-11-19 15:05:52.006648\"",2020-11-19T15:42:23.248+05:30,"",Positive
cnn mistakenly exposes real state map election quickly removes biden trump,"\"#CNN mistakenly exposes the real state map of the election and quickly removes it #Biden 226 / #TRUMP 232\\u2026 https://t.co/dGgwJdtnBJ\"","\"2020-11-19 15:05:55.010005\"",2020-11-19T15:42:23.248+05:30,"",Negative
always need party let make qualified president,"\"@Mcdyver1 @gtconway3d Why does this always need to be about party?   Let's make it about \\\"qualified\\\", for President\\u2026 https://t.co/Kxm1Y7tsJC\"","\"2020-11-19 15:05:58.010624\"",2020-11-19T15:42:23.248+05:30,"",Positive
whenever people say improve social skills keep ignoring social socialanxiety,"\"Whenever people say I should improve my social skills I keep ignoring them.\\n...\\n.\\n.\\n.\\n.\\n.\\n#social #socialanxiety\\u2026 https://t.co/FNYj5PYfER\"","\"2020-11-19 15:06:01.013761\"",2020-11-19T15:42:23.248+05:30,"",Positive
miss let way supremecourt denounce rigged election,"\"Miss @SpeakerPelosi let\\u2019s Mr @realDonaldTrump go to the way to the SupremeCourt to denounce the rigged election.\\u2026 https://t.co/1QMt0WpXze\"","\"2020-11-19 15:06:04.014593\"",2020-11-19T15:42:23.248+05:30,"",Negative
dear like ask spain decide next usa president,"\"Dear @SpeakerPelosi, I would like to ask you from Spain, Who are you to decide who will be the next USA president d\\u2026 https://t.co/14bkNonp8o\"","\"2020-11-19 15:06:07.018116\"",2020-11-19T15:42:23.248+05:30,"",Positive
comparing presidential tweet styles couldn find trump tweet relating death american service members,"\"Comparing presidential tweet styles. Couldn\\u2019t find a Trump tweet relating to the death of American service members\\u2026 https://t.co/QYJy4K0zs9\"","\"2020-11-19 15:06:10.746299\"",2020-11-19T15:42:23.248+05:30,"",Negative
riots trump supporters opponents riot trumpvsbiden,"\"Riots between Trump Supporters and Opponents\\n\\n#riot #TrumpvsBiden https://t.co/5FuUVjVgqb\"","\"2020-11-19 15:06:13.750108\"",2020-11-19T15:42:23.248+05:30,"",Negative
trump won election amp president america nnobody make sense ntrump hell yeah,"\"\\\"Trump won the election &amp;\\nI am the President of America\\\"\\n\\nNobody: \\n\\\"Does it make sense?\\\"\\n\\nTrump:\\n\\\"Hell Yeah!\\\"\\u2026 https://t.co/0KoSIPIx9y\"","\"2020-11-19 15:06:16.754151\"",2020-11-19T15:42:23.248+05:30,"",Positive
trump biden trumpvsbiden biden biden,"\"Trump or Biden ? #TrumpvsBiden #Biden #Biden2020\"","\"2020-11-19 15:06:19.758010\"",2020-11-19T15:42:23.248+05:30,"",Positive
jobs space force foresight see wars tech based,"\"@Jim_Jordan Jobs with space force..  if you can't have the foresight to see that our wars and tech will be based th\\u2026 https://t.co/5wNG4vWRkk\"","\"2020-11-19 15:06:22.762044\"",2020-11-19T15:42:23.248+05:30,"",Negative
surprising health benefits cloves ncontain important nutrients nhigh antioxidants nmay help protect,"\"8 Surprising Health Benefits of Cloves\\n\\nContain important nutrients\\nHigh in antioxidants\\nMay help protect against c\\u2026 https://t.co/qez3WAlKsH\"","\"2020-11-19 15:06:25.764730\"",2020-11-19T15:42:23.248+05:30,"",Positive
lol anything favor either fake fraud udd udd udd legit man world,"\"Lol. Anything that does not favor you is either fake or fraud. \\ud83e\\udd23\\ud83e\\udd23\\ud83e\\udd23 @realDonaldTrump the Only legit man in the world\\u2026 https://t.co/mvdb6yaETp\"","\"2020-11-19 15:06:28.766635\"",2020-11-19T15:42:23.248+05:30,"",Negative
ordre link udc udc udc trumptantrum blm maga maga fuckbiden donaldtrump,"\"Ordre link:\\ud83d\\udc47\\ud83d\\udc47\\ud83d\\udc47\\nhttps://t.co/JFBS49LvW8\\n\\n#TrumpvsBiden #TrumpTantrum #blm #MAGA #MAGA2020 #fuckbiden #DonaldTrump\\u2026 https://t.co/1PpCBvPcDG\"","\"2020-11-19 15:06:31.770112\"",2020-11-19T15:42:23.248+05:30,"",Positive
lost election trending huge difference losing something amp stolen,"\"YOU LOST THE ELECTION is trending, but there's a huge difference between losing something &amp; having it stolen from y\\u2026 https://t.co/XICXSKlY8j\"","\"2020-11-19 15:06:34.773767\"",2020-11-19T15:42:23.248+05:30,"",Negative
monday motivation believe bonjour trumpvsbiden,"\"Monday motivation: Believe in yourself! #bonjour #TrumpvsBiden https://t.co/cdKTp3AVoA\"","\"2020-11-19 15:06:37.774653\"",2020-11-19T15:42:23.248+05:30,"",Positive
basketball udc udc trumpvsbiden trumpout trump,"\"Basketball and more...\\n\\n@real_pointguard \\ud83d\\udc4f\\ud83d\\udc4f\\n\\n#TrumpvsBiden #TrumpOut #Trump https://t.co/wtpK0cBJtb\"","\"2020-11-19 15:06:40.776947\"",2020-11-19T15:42:23.248+05:30,"",Positive
newsfile news newspicks barrackobama trumpvsbiden trumpterroism trump biden bidenharris trumpout,"\"#Newsfile #news #NewsPicks #barrackobama #TrumpvsBiden #TrumpTerroism #Trump2020 #Biden #BidenHarris2020 #TrumpOut\\u2026 https://t.co/71cb7tOZ6F\"","\"2020-11-19 15:06:43.780478\"",2020-11-19T15:42:23.248+05:30,"",Positive
potus hard job particularly try good one contrast obama amp trump stark,"\"Being POTUS is a hard job. Particularly when you try to be a good one. The contrast between Obama &amp; Trump is stark.\\u2026 https://t.co/zjjASQrgFG\"","\"2020-11-19 15:06:46.782695\"",2020-11-19T15:42:23.248+05:30,"",Positive
new article website climateaction mondaymotivation trumpvsbiden potus omahlay sustainable,"\"New article on our website\\n\\n#ClimateAction #MondayMotivation #TrumpvsBiden #POTUS #OmahLay #US #sustainable\\u2026 https://t.co/24XbO7v4vw\"","\"2020-11-19 15:06:49.784944\"",2020-11-19T15:42:23.248+05:30,"",Positive
dear americans internet looks like cheated voting scandal trumpvsbiden sincerely india,"\"Dear #Americans from internet it looks like you've been cheated on a voting scandal. #TrumpvsBiden sincerely from #India .\"","\"2020-11-19 15:06:53.749723\"",2020-11-19T15:42:23.248+05:30,"",Positive
great pity make trump leave today probably cost lisa montgomery others life,"\"It is a great pity we can't make Trump leave today...it will probably cost Lisa Montgomery and others her life.\\u2026 https://t.co/C2LFrdNN4Y\"","\"2020-11-19 15:06:56.750657\"",2020-11-19T15:42:23.248+05:30,"",Positive
won presidential election donald trump trumpvsbiden,"\"I have won the US presidential election: Donald Trump\\n#TrumpvsBiden \\n https://t.co/VknFu8HceT\"","\"2020-11-19 15:06:59.753518\"",2020-11-19T15:42:23.248+05:30,"",Positive
news background amp trading ideas nweek glance pfizer pandemic brexit oil,"\"News background &amp; trading ideas for 16/11/2020\\n\\nWeek in a Glance: Pfizer and the pandemic, Brexit and oil\\u2026 https://t.co/H2OiOQUWWN\"","\"2020-11-19 15:07:02.754867\"",2020-11-19T15:42:23.248+05:30,"",Positive
people either stand truth hide behind lies npeople nsometimes standing truth means,"\"People either stand for #Truth or hide behind #lies \\n\\nPeople cannot do both\\n\\nSometimes standing for the truth means\\u2026 https://t.co/ibVRbZ161P\"","\"2020-11-19 15:07:05.755928\"",2020-11-19T15:42:23.248+05:30,"",Positive
everybody hates cheeto face lying fuck ntime biayayaytch trumpvsbiden trump,"\"@realDonaldTrump everybody hates you, cheeto face lying fuck. \\n\\nTime's over, biayayaytch!\\n\\n#TrumpvsBiden and Trump\\u2026 https://t.co/PwdF0y2sFd\"","\"2020-11-19 15:07:08.758624\"",2020-11-19T15:42:23.248+05:30,"",Negative
trump participated elections since losing presidential election presidentialelection,"\"Has Trump participated in any other elections, since losing the presidential election? \\n#PresidentialElection\\u2026 https://t.co/gdc6j5h2ik\"","\"2020-11-19 15:07:11.762247\"",2020-11-19T15:42:23.248+05:30,"",Negative
joe biden illusion implanted minds isnt real wake please joebiden trumpvsbiden,"\"joe biden is an illusion implanted into our minds he isnt real wake up please #JoeBiden #TrumpvsBiden\\u2026 https://t.co/P9MKIKlq3S\"","\"2020-11-19 15:07:14.765812\"",2020-11-19T15:42:23.248+05:30,"",Negative
postal voting recipe disaster nand election fraud election bidenharris trumpvsbiden,"\"Postal voting: a recipe for disaster. \\n\\nAnd election fraud. \\n\\n#Election2020 #BidenHarris2020 #TrumpvsBiden  https://t.co/Mzi4OnhO19\"","\"2020-11-19 15:07:17.766641\"",2020-11-19T15:42:23.248+05:30,"",Negative
anyone concede msm claiming much support get truth,"\"Why would anyone *concede* as the MSM are claiming when there is so much more support to get to the truth....?\\u2026 https://t.co/QY0rFNt52D\"","\"2020-11-19 15:07:20.770063\"",2020-11-19T15:42:23.248+05:30,"",Positive
truth money trumpvsbiden trump nowmorethanever trump tosaveamerica,"\"Truth. It's about the money, y'all. #TrumpvsBiden #Trump2020NowMoreThanEver #TRUMP2020ToSaveAmerica https://t.co/o1BedAgVso\"","\"2020-11-19 15:07:23.773264\"",2020-11-19T15:42:23.248+05:30,"",Positive
benny hinn summed thoughts church divided becauze almighty donald trump,"\"So benny hinn summed up my thoughts about how the church has been divided becauze of the almighty donald trump and\\u2026 https://t.co/DMsDwC3oax\"","\"2020-11-19 15:07:26.774664\"",2020-11-19T15:42:23.248+05:30,"",Positive
latest count guys finished counting still process election trumpvsbiden,"\"What's the latest Count? Have you guys finished counting or still in the process? \\n#Election2020 #TrumpvsBiden \\nhttps://t.co/YUC8WnOaJT\"","\"2020-11-19 15:07:29.777038\"",2020-11-19T15:42:23.248+05:30,"",Positive
exercised right vote meanwhile realized voting gives results much,"\"@ssingapuri Exercised my right to vote! Meanwhile, I just realized that voting on @twitter gives you results much f\\u2026 https://t.co/d7g2tpMmZ3\"","\"2020-11-19 15:07:32.779395\"",2020-11-19T15:42:23.248+05:30,"",Positive
redraw logo vector tracing recreate ncheck link nnasa belichick,"\"I will redraw the logo, vector tracing, recreate,\\nCheck out my link: https://t.co/Ff9Pw9jkIc \\nNASA Belichick\\u2026 https://t.co/Sfv99ajBfj\"","\"2020-11-19 15:07:37.848474\"",2020-11-19T15:42:23.248+05:30,"",Positive
russia interfered election nto nelections tempered nwe saw hypocrisy election trumpvsbiden,"\"From Russia interfered election \\nTo \\nElections are tempered\\nWe saw the hypocrisy in US election\\n#TrumpvsBiden\"","\"2020-11-19 15:07:40.850632\"",2020-11-19T15:42:23.248+05:30,"",Positive
wouldn surprised trump trumpvsbiden twittercensorship,"\"Wouldn't be surprised! #Trump2020 #TrumpvsBiden #TwitterCensorship https://t.co/V4h9z4jNqC\"","\"2020-11-19 15:07:43.853999\"",2020-11-19T15:42:23.248+05:30,"",Positive
funny ude ude ude graceful lady joebiden jeet trump bardast nahi rahi ude ude ude,"\"@AbsaKomal @realDonaldTrump Very funny...\\ud83d\\ude02\\ud83d\\ude02\\ud83d\\ude02 graceful lady #JoeBiden Ki Jeet #Trump Sa Bardast Nahi Ho Rahi...\\ud83d\\ude05\\ud83d\\ude05\\ud83d\\ude05\\u2026 https://t.co/EO8XivawKb\"","\"2020-11-19 15:07:46.854644\"",2020-11-19T15:42:23.248+05:30,"",Positive
copying hitler early policies nthere reasons prove theory udc hitler,"\"Is @realDonaldTrump Copying Hitler\\u2019s Early Policies?\\nThere are 5 reasons which prove this  theory.\\ud83d\\udc47\\n#hitler2020\\u2026 https://t.co/gXFjkODleu\"","\"2020-11-19 15:07:49.858014\"",2020-11-19T15:42:23.248+05:30,"",Positive
president donaldtrump made declaration twitter saying won election tweet however fla,"\"US President #DonaldTrump made a declaration on Twitter saying, \\\"I WON THE ELECTION!\\\"\\n\\n His tweet, however, was fla\\u2026 https://t.co/b9SGYBLkgw\"","\"2020-11-19 15:07:52.860836\"",2020-11-19T15:42:23.248+05:30,"",Positive
pathological liar say won election still president place world,"\"Is he a pathological liar to say he won the election ? This is still the president in place! What a world we are le\\u2026 https://t.co/daxPwqyhPk\"","\"2020-11-19 15:07:55.862763\"",2020-11-19T15:42:23.248+05:30,"",Positive
dicks trumpmemes trump trumpvsbiden trumpdicks dicks,"\"@realDonaldTrump is a DICKS!!! #trumpmemes #Trump2020 #TrumpvsBiden #trumpdicks #dicks @Wild949 @thebombpoker https://t.co/Kbj3GrEX3t\"","\"2020-11-19 15:07:58.866642\"",2020-11-19T15:42:23.248+05:30,"",Negative
invest days get extra forex auto trader fees attached nsk,"\"invest $1000 and after 7days you get $12500, that's $11500 extra through forex auto trader with no fees attached\\nSk\\u2026 https://t.co/WnfeZdQvsH\"","\"2020-11-19 15:08:01.870199\"",2020-11-19T15:42:23.248+05:30,"",Positive
slam door yer way trumptantrum trumpisalaughingstock trumpmeltdown,"\"@newscomauHQ Don't slam the door on yer way out #TrumpTantrum #TrumpIsALaughingStock #TrumpMeltdown\\u2026 https://t.co/lM2Faejads\"","\"2020-11-19 15:08:04.870644\"",2020-11-19T15:42:23.248+05:30,"",Negative
debate amp moderated chriswallace trumpvsbiden trump bidentransition,"\"Here\\u2019s the Debate with @POTUS &amp; @JoeBiden moderated by #ChrisWallace | #TrumpvsBiden #Trump #BidenTransition\\u2026 https://t.co/Qi3iU7G0LY\"","\"2020-11-19 15:08:07.874105\"",2020-11-19T15:42:23.248+05:30,"",Positive
